customer_id,recencia,frequencia,monetario,r_score,f_score,m_score,rfm_score,segmento
14027.0,1,1,104.82,3,1,1,5,Ocasionais
14028.0,491,3,10396.5,1,2,3,6,Dormentes
14029.0,4,2,467.65999999999997,3,1,2,6,Ocasionais
14030.0,30,19,6979.77,3,3,3,9,Recorrentes
14031.0,8,41,35783.8,3,3,3,9,Recorrentes
14032.0,28,12,3718.39,3,3,3,9,Recorrentes
14033.0,496,1,109.44,1,1,1,3,Dormentes
14034.0,98,2,473.91,2,1,2,5,Ocasionais
14035.0,48,7,2203.9900000000002,3,3,3,9,Recorrentes
14036.0,225,1,626.65,2,1,2,5,Ocasionais
14037.0,117,6,836.95,2,3,2,7,Ocasionais
14038.0,19,5,3069.88,3,2,3,8,Recorrentes
14039.0,516,1,115.08,1,1,1,3,Dormentes
14040.0,2,34,12382.76,3,3,3,9,Recorrentes
14041.0,207,1,141.41,2,1,1,4,Ocasionais
14042.0,666,1,431.98,1,1,2,4,Dormentes
14043.0,432,2,302.6,1,1,1,3,Dormentes
14044.0,44,9,2966.9900000000002,3,3,3,9,Recorrentes
14045.0,50,16,10986.63,3,3,3,9,Recorrentes
14046.0,225,1,154.99,2,1,1,4,Ocasionais
14047.0,14,13,3616.96,3,3,3,9,Recorrentes
14048.0,246,3,748.69,2,2,2,6,Ocasionais
14049.0,99,12,10689.42,2,3,3,8,Ocasionais
14050.0,47,1,485.98,3,1,2,6,Ocasionais
14051.0,9,31,16406.38,3,3,3,9,Recorrentes
14052.0,331,1,241.3,1,1,1,3,Dormentes
14053.0,65,4,572.3,2,2,2,6,Ocasionais
14054.0,6,1,92.46,3,1,1,5,Ocasionais
14055.0,47,3,1520.96,3,2,3,8,Recorrentes
14056.0,7,19,6115.0599999999995,3,3,3,9,Recorrentes
14057.0,7,21,7707.5,3,3,3,9,Recorrentes
14058.0,403,2,469.19000000000005,1,1,2,4,Dormentes
14059.0,207,1,183.6,2,1,1,4,Ocasionais
14060.0,20,27,7893.42,3,3,3,9,Recorrentes
14061.0,448,3,917.4300000000001,1,2,2,5,Dormentes
14062.0,12,23,24346.27,3,3,3,9,Recorrentes
14063.0,379,9,22710.2,1,3,3,7,Dormentes
14064.0,54,14,3022.93,3,3,3,9,Recorrentes
14065.0,330,3,891.02,1,2,2,5,Dormentes
14066.0,207,1,152.55,2,1,1,4,Ocasionais
14067.0,4,2,374.7,3,1,1,5,Ocasionais
14068.0,261,4,1516.72,2,2,3,7,Ocasionais
14069.0,455,2,225.81,1,1,1,3,Dormentes
14070.0,625,1,321.6,1,1,1,3,Dormentes
14071.0,201,2,356.81,2,1,1,4,Ocasionais
14072.0,607,1,390.85,1,1,1,3,Dormentes
14074.0,564,1,219.4,1,1,1,3,Dormentes
14075.0,202,4,1100.53,2,2,2,6,Ocasionais
14076.0,70,1,118.67,2,1,1,4,Ocasionais
14077.0,19,5,482.36,3,2,2,7,Recorrentes
14078.0,42,9,1553.47,3,3,3,9,Recorrentes
14079.0,65,2,618.73,2,1,2,5,Ocasionais
14080.0,354,4,1070.08,1,2,2,5,Dormentes
14081.0,243,10,4867.57,2,3,3,8,Ocasionais
14082.0,305,2,413.36,2,1,1,4,Ocasionais
14083.0,67,9,612.6800000000001,2,3,2,7,Ocasionais
14084.0,453,1,150.5,1,1,1,3,Dormentes
14085.0,82,27,8520.32,2,3,3,8,Ocasionais
14086.0,403,1,39.95,1,1,1,3,Dormentes
14087.0,345,2,638.0,1,1,2,4,Dormentes
14088.0,69,10,39052.88,2,3,3,8,Ocasionais
14090.0,265,1,76.32,2,1,1,4,Ocasionais
14091.0,595,2,9530.08,1,1,3,5,Dormentes
14092.0,8,21,6249.13,3,3,3,9,Recorrentes
14094.0,380,1,311.77,1,1,1,3,Dormentes
14095.0,663,1,2.95,1,1,1,3,Dormentes
14096.0,1,8,15568.55,3,3,3,9,Recorrentes
14097.0,422,2,422.86,1,1,2,4,Dormentes
14099.0,6,18,5319.84,3,3,3,9,Recorrentes
14100.0,78,1,191.95,2,1,1,4,Ocasionais
14101.0,14,13,9961.93,3,3,3,9,Recorrentes
14104.0,95,5,743.53,2,2,2,6,Ocasionais
14105.0,180,5,5988.83,2,2,3,7,Ocasionais
14106.0,678,1,214.8,1,1,1,3,Dormentes
14107.0,37,10,4636.01,3,3,3,9,Recorrentes
14108.0,42,3,738.38,3,2,2,7,Recorrentes
14109.0,13,1,144.2,3,1,1,5,Ocasionais
14110.0,7,29,11775.03,3,3,3,9,Recorrentes
14111.0,36,3,295.5,3,2,1,6,Recorrentes
14112.0,71,10,4820.26,2,3,3,8,Ocasionais
14113.0,19,14,6178.57,3,3,3,9,Recorrentes
14114.0,214,7,1364.09,2,3,2,7,Ocasionais
14115.0,442,2,622.67,1,1,2,4,Dormentes
14116.0,5,3,956.3199999999999,3,2,2,7,Recorrentes
14117.0,84,1,90.0,2,1,1,4,Ocasionais
14118.0,369,1,458.45,1,1,2,4,Dormentes
14119.0,316,2,183.37,1,1,1,3,Dormentes
14122.0,347,3,362.42,1,2,1,4,Dormentes
14123.0,674,1,436.18,1,1,2,4,Dormentes
14124.0,25,1,419.58,3,1,2,6,Ocasionais
14125.0,19,1,1295.43,3,1,2,6,Ocasionais
14126.0,385,1,466.33,1,1,2,4,Dormentes
14127.0,63,6,1900.08,2,3,3,8,Ocasionais
14128.0,1,3,924.21,3,2,2,7,Recorrentes
14129.0,36,7,2193.71,3,3,3,9,Recorrentes
14130.0,260,4,1858.77,2,2,3,7,Ocasionais
14131.0,589,1,168.22,1,1,1,3,Dormentes
14132.0,1,7,2319.7400000000002,3,3,3,9,Recorrentes
14133.0,70,4,911.14,2,2,2,6,Ocasionais
14134.0,323,15,11123.35,1,3,3,7,Dormentes
14135.0,16,20,7663.68,3,3,3,9,Recorrentes
14136.0,341,5,1570.81,1,2,3,6,Dormentes
14137.0,636,1,332.7,1,1,1,3,Dormentes
14138.0,4,1,621.71,3,1,2,6,Ocasionais
14139.0,431,3,670.98,1,2,2,5,Dormentes
14141.0,14,2,489.31000000000006,3,1,2,6,Ocasionais
14142.0,314,2,671.3399999999999,1,1,2,4,Dormentes
14143.0,74,1,115.8,2,1,1,4,Ocasionais
14144.0,427,1,30.6,1,1,1,3,Dormentes
14145.0,97,6,6709.049999999999,2,3,3,8,Ocasionais
14146.0,22,11,8225.14,3,3,3,9,Recorrentes
14147.0,19,9,2590.2000000000003,3,3,3,9,Recorrentes
14148.0,174,2,466.28999999999996,2,1,2,5,Ocasionais
14149.0,161,1,446.62,2,1,2,5,Ocasionais
14150.0,300,1,306.18,2,1,1,4,Ocasionais
14151.0,614,2,679.45,1,1,2,4,Dormentes
14152.0,16,7,1997.3400000000001,3,3,3,9,Recorrentes
14153.0,424,1,233.4,1,1,1,3,Dormentes
14154.0,180,8,6460.7,2,3,3,8,Ocasionais
14155.0,207,1,118.75,2,1,1,4,Ocasionais
14157.0,226,4,822.98,2,2,2,6,Ocasionais
14159.0,22,17,6350.18,3,3,3,9,Recorrentes
14160.0,551,7,8421.470000000001,1,3,3,7,Dormentes
14161.0,156,7,2996.93,2,3,3,8,Ocasionais
14162.0,114,2,289.36,2,1,1,4,Ocasionais
14163.0,28,5,2594.62,3,2,3,8,Recorrentes
14164.0,11,2,1631.77,3,1,3,7,Ocasionais
14165.0,216,1,120.44,2,1,1,4,Ocasionais
14166.0,446,2,251.15,1,1,1,3,Dormentes
14167.0,106,7,1101.55,2,3,2,7,Ocasionais
14168.0,361,2,370.45,1,1,1,3,Dormentes
14169.0,371,2,621.51,1,1,2,4,Dormentes
14170.0,316,3,570.18,1,2,2,5,Dormentes
14171.0,39,2,498.79,3,1,2,6,Ocasionais
14172.0,546,3,369.02,1,2,1,4,Dormentes
14173.0,160,3,249.2,2,2,1,5,Ocasionais
14175.0,112,7,5662.57,2,3,3,8,Ocasionais
14176.0,238,5,756.46,2,2,2,6,Ocasionais
14177.0,27,13,2209.69,3,3,3,9,Recorrentes
14178.0,7,4,676.03,3,2,2,7,Recorrentes
14180.0,32,30,5627.9,3,3,3,9,Recorrentes
14181.0,351,2,308.35,1,1,1,3,Dormentes
14182.0,384,4,678.77,1,2,2,5,Dormentes
14183.0,352,2,278.34000000000003,1,1,1,3,Dormentes
14184.0,7,1,452.89,3,1,2,6,Ocasionais
14185.0,272,1,197.65,2,1,1,4,Ocasionais
14186.0,368,5,1550.63,1,2,3,6,Dormentes
14187.0,414,1,123.5,1,1,1,3,Dormentes
14188.0,12,5,1717.96,3,2,3,8,Recorrentes
14189.0,37,12,4116.99,3,3,3,9,Recorrentes
14190.0,607,1,79.9,1,1,1,3,Dormentes
14191.0,21,10,2658.19,3,3,3,9,Recorrentes
14192.0,329,1,293.74,1,1,1,3,Dormentes
14193.0,8,3,1210.19,3,2,2,7,Recorrentes
14194.0,16,29,14297.03,3,3,3,9,Recorrentes
14195.0,142,6,2615.6,2,3,3,8,Ocasionais
14196.0,47,1,335.52,3,1,1,5,Ocasionais
14197.0,351,1,390.05,1,1,1,3,Dormentes
14198.0,27,8,1397.13,3,3,2,8,Recorrentes
14199.0,159,4,1091.7,2,2,2,6,Ocasionais
14200.0,558,1,379.2,1,1,1,3,Dormentes
14201.0,1,10,1193.54,3,3,2,8,Recorrentes
14202.0,322,3,847.76,1,2,2,5,Dormentes
14203.0,338,1,339.34,1,1,1,3,Dormentes
14204.0,363,3,874.22,1,2,2,5,Dormentes
14205.0,205,8,2170.4,2,3,3,8,Ocasionais
14206.0,180,3,1185.01,2,2,2,6,Ocasionais
14207.0,628,1,157.8,1,1,1,3,Dormentes
14208.0,35,2,567.05,3,1,2,6,Ocasionais
14209.0,62,14,4796.17,2,3,3,8,Ocasionais
14210.0,46,16,5556.57,3,3,3,9,Recorrentes
14211.0,21,16,3500.2799999999997,3,3,3,9,Recorrentes
14212.0,30,2,2190.1400000000003,3,1,3,7,Ocasionais
14213.0,345,1,1192.2,1,1,2,4,Dormentes
14214.0,97,3,899.16,2,2,2,6,Ocasionais
14215.0,18,8,2804.52,3,3,3,9,Recorrentes
14216.0,355,1,310.74,1,1,1,3,Dormentes
14217.0,15,18,2763.28,3,3,3,9,Recorrentes
14219.0,350,2,543.89,1,1,2,4,Dormentes
14220.0,188,4,1515.0,2,2,3,7,Ocasionais
14221.0,21,16,6173.58,3,3,3,9,Recorrentes
14222.0,118,1,683.17,2,1,2,5,Ocasionais
14223.0,33,3,991.13,3,2,2,7,Recorrentes
14224.0,51,9,1841.71,3,3,3,9,Recorrentes
14225.0,375,4,2031.07,1,2,3,6,Dormentes
14226.0,11,4,2648.11,3,2,3,8,Recorrentes
14227.0,26,14,6049.65,3,3,3,9,Recorrentes
14228.0,378,3,745.5,1,2,2,5,Dormentes
14229.0,232,6,1808.97,2,3,3,8,Ocasionais
14230.0,376,3,979.8,1,2,2,5,Dormentes
14231.0,124,4,1235.62,2,2,2,6,Ocasionais
14232.0,56,4,1573.33,3,2,3,8,Recorrentes
14233.0,152,6,2400.65,2,3,3,8,Ocasionais
14235.0,16,9,4717.99,3,3,3,9,Recorrentes
14236.0,21,5,1555.3400000000001,3,2,3,8,Recorrentes
14237.0,314,2,471.14,1,1,2,4,Dormentes
14238.0,267,3,434.23,2,2,2,6,Ocasionais
14239.0,12,20,4101.71,3,3,3,9,Recorrentes
14240.0,166,2,584.0,2,1,2,5,Ocasionais
14241.0,124,2,333.7,2,1,1,4,Ocasionais
14242.0,175,2,280.54999999999995,2,1,1,4,Ocasionais
14243.0,36,15,6934.93,3,3,3,9,Recorrentes
14244.0,601,1,366.42,1,1,1,3,Dormentes
14245.0,160,2,1693.45,2,1,3,6,Ocasionais
14246.0,51,3,1474.06,3,2,3,8,Recorrentes
14247.0,219,5,753.56,2,2,2,6,Ocasionais
14248.0,259,3,1032.95,2,2,2,6,Ocasionais
14249.0,351,12,5400.46,1,3,3,7,Dormentes
14250.0,30,1,1228.83,3,1,2,6,Ocasionais
14252.0,322,1,350.99,1,1,1,3,Dormentes
14253.0,434,2,363.4,1,1,1,3,Dormentes
14254.0,373,1,601.03,1,1,2,4,Dormentes
14255.0,487,1,1000.63,1,1,2,4,Dormentes
14256.0,201,5,2460.79,2,2,3,7,Ocasionais
14257.0,5,9,5954.45,3,3,3,9,Recorrentes
14258.0,30,24,30679.74,3,3,3,9,Recorrentes
14259.0,82,1,120.0,2,1,1,4,Ocasionais
14260.0,412,3,824.28,1,2,2,5,Dormentes
14261.0,19,1,943.75,3,1,2,6,Ocasionais
14262.0,25,4,1379.3,3,2,2,7,Recorrentes
14263.0,364,1,322.93,1,1,1,3,Dormentes
14264.0,95,6,1517.3600000000001,2,3,3,8,Ocasionais
14266.0,369,1,40.56,1,1,1,3,Dormentes
14267.0,103,3,1516.24,2,2,3,7,Ocasionais
14268.0,411,1,354.85,1,1,1,3,Dormentes
14269.0,380,1,295.73,1,1,1,3,Dormentes
14270.0,272,1,492.65,2,1,2,5,Ocasionais
14271.0,166,2,214.18,2,1,1,4,Ocasionais
14272.0,14,4,920.8100000000001,3,2,2,7,Recorrentes
14273.0,77,3,450.05,2,2,2,6,Ocasionais
14274.0,627,1,256.6,1,1,1,3,Dormentes
14275.0,336,6,1189.3799999999999,1,3,2,6,Dormentes
14276.0,39,7,2102.68,3,3,3,9,Recorrentes
14278.0,350,1,205.83,1,1,1,3,Dormentes
14279.0,461,2,191.86,1,1,1,3,Dormentes
14280.0,137,1,134.04,2,1,1,4,Ocasionais
14281.0,349,1,245.15,1,1,1,3,Dormentes
14282.0,22,20,6318.16,3,3,3,9,Recorrentes
14283.0,404,4,628.44,1,2,2,5,Dormentes
14284.0,27,2,956.5,3,1,2,6,Ocasionais
14285.0,16,6,2627.84,3,3,3,9,Recorrentes
14286.0,183,5,5901.09,2,2,3,7,Ocasionais
14287.0,139,2,83.28,2,1,1,4,Ocasionais
14288.0,154,1,426.6,2,1,2,5,Ocasionais
14289.0,75,5,832.7800000000001,2,2,2,6,Ocasionais
14290.0,8,6,4001.51,3,3,3,9,Recorrentes
14291.0,7,20,6986.81,3,3,3,9,Recorrentes
14292.0,29,12,7498.2699999999995,3,3,3,9,Recorrentes
14293.0,88,8,2595.86,2,3,3,8,Ocasionais
14294.0,348,1,375.34,1,1,1,3,Dormentes
14295.0,379,4,2196.71,1,2,3,6,Dormentes
14296.0,362,2,456.4,1,1,2,4,Dormentes
14297.0,1,2,710.1,3,1,2,6,Ocasionais
14298.0,13,79,83904.65,3,3,3,9,Recorrentes
14299.0,19,24,12948.119999999999,3,3,3,9,Recorrentes
14301.0,58,4,1992.18,3,2,3,8,Recorrentes
14302.0,371,3,742.9,1,2,2,5,Dormentes
14303.0,348,2,277.94,1,1,1,3,Dormentes
14304.0,163,3,1725.01,2,2,3,7,Ocasionais
14305.0,12,3,1858.96,3,2,3,8,Recorrentes
14306.0,26,5,2761.02,3,2,3,8,Recorrentes
14307.0,29,10,4287.92,3,3,3,9,Recorrentes
14308.0,490,2,1147.02,1,1,2,4,Dormentes
14309.0,34,9,3061.98,3,3,3,9,Recorrentes
14310.0,373,1,492.1,1,1,2,4,Dormentes
14311.0,183,2,516.45,2,1,2,5,Ocasionais
14312.0,32,10,2525.89,3,3,3,9,Recorrentes
14314.0,47,2,229.8,3,1,1,5,Ocasionais
14315.0,70,7,2266.8399999999997,2,3,3,8,Ocasionais
14316.0,363,5,1370.34,1,2,2,5,Dormentes
14317.0,5,1,508.58,3,1,2,6,Ocasionais
14318.0,401,1,158.02,1,1,1,3,Dormentes
14319.0,365,1,494.85,1,1,2,4,Dormentes
14320.0,147,5,1346.75,2,2,2,6,Ocasionais
14321.0,14,6,1917.9,3,3,3,9,Recorrentes
14322.0,370,4,474.1,1,2,2,5,Dormentes
14323.0,55,2,605.06,3,1,2,6,Ocasionais
14324.0,350,2,701.61,1,1,2,4,Dormentes
14325.0,510,1,245.48,1,1,1,3,Dormentes
14326.0,183,3,940.98,2,2,2,6,Ocasionais
14327.0,104,6,1894.9299999999998,2,3,3,8,Ocasionais
14328.0,379,1,445.05,1,1,2,4,Dormentes
14329.0,49,12,8397.41,3,3,3,9,Recorrentes
14330.0,564,1,200.63,1,1,1,3,Dormentes
14331.0,65,2,462.66,2,1,2,5,Ocasionais
14332.0,7,4,1636.44,3,2,3,8,Recorrentes
14333.0,8,1,415.2,3,1,1,5,Ocasionais
14334.0,34,11,4094.98,3,3,3,9,Recorrentes
14336.0,139,3,1114.3899999999999,2,2,2,6,Ocasionais
14338.0,102,3,928.1,2,2,2,6,Ocasionais
14339.0,183,2,620.27,2,1,2,5,Ocasionais
14340.0,159,1,134.7,2,1,1,4,Ocasionais
14341.0,71,16,3424.56,2,3,3,8,Ocasionais
14342.0,78,4,669.62,2,2,2,6,Ocasionais
14343.0,362,4,1079.66,1,2,2,5,Dormentes
14344.0,68,20,2993.05,2,3,3,8,Ocasionais
14346.0,61,5,2315.75,2,2,3,7,Ocasionais
14347.0,677,1,82.6,1,1,1,3,Dormentes
14348.0,201,1,409.57,2,1,1,4,Ocasionais
14350.0,215,3,972.03,2,2,2,6,Ocasionais
14351.0,105,1,51.0,2,1,1,4,Ocasionais
14352.0,98,4,1078.96,2,2,2,6,Ocasionais
14353.0,156,3,376.5,2,2,1,5,Ocasionais
14355.0,306,3,840.05,2,2,2,6,Ocasionais
14356.0,20,2,701.23,3,1,2,6,Ocasionais
14358.0,330,2,400.06,1,1,1,3,Dormentes
14359.0,28,1,483.39,3,1,2,6,Ocasionais
14360.0,8,3,1907.08,3,2,3,8,Recorrentes
14361.0,519,1,214.71,1,1,1,3,Dormentes
14363.0,343,2,227.47,1,1,1,3,Dormentes
14364.0,49,8,3717.35,3,3,3,9,Recorrentes
14365.0,335,2,634.6800000000001,1,1,2,4,Dormentes
14366.0,466,1,136.0,1,1,1,3,Dormentes
14367.0,16,12,6916.24,3,3,3,9,Recorrentes
14368.0,260,1,155.0,2,1,1,4,Ocasionais
14369.0,583,2,469.13,1,1,2,4,Dormentes
14370.0,391,6,1175.78,1,3,2,6,Dormentes
14371.0,236,1,100.5,2,1,1,4,Ocasionais
14372.0,384,2,860.08,1,1,2,4,Dormentes
14373.0,299,1,76.55,2,1,1,4,Ocasionais
14374.0,482,1,108.0,1,1,1,3,Dormentes
14375.0,126,3,1106.82,2,2,2,6,Ocasionais
14376.0,624,1,215.46,1,1,1,3,Dormentes
14377.0,132,2,617.05,2,1,2,5,Ocasionais
14378.0,562,1,131.25,1,1,1,3,Dormentes
14379.0,236,3,1028.04,2,2,2,6,Ocasionais
14380.0,623,1,48.96,1,1,1,3,Dormentes
14381.0,392,1,423.26,1,1,2,4,Dormentes
14382.0,331,1,578.14,1,1,2,4,Dormentes
14383.0,5,2,917.8100000000001,3,1,2,6,Ocasionais
14384.0,441,1,58.5,1,1,1,3,Dormentes
14386.0,237,1,142.4,2,1,1,4,Ocasionais
14387.0,15,2,929.74,3,1,2,6,Ocasionais
14388.0,32,14,5453.13,3,3,3,9,Recorrentes
14389.0,6,5,1898.01,3,2,3,8,Recorrentes
14390.0,85,8,3098.17,2,3,3,8,Ocasionais
14391.0,517,1,135.6,1,1,1,3,Dormentes
14392.0,373,1,266.4,1,1,1,3,Dormentes
14393.0,159,1,67.95,2,1,1,4,Ocasionais
14394.0,505,1,93.8,1,1,1,3,Dormentes
14395.0,1,19,7242.94,3,3,3,9,Recorrentes
14396.0,6,7,1969.38,3,3,3,9,Recorrentes
14397.0,20,11,1089.24,3,3,2,8,Recorrentes
14398.0,342,2,707.79,1,1,2,4,Dormentes
14399.0,335,8,2108.21,1,3,3,7,Dormentes
14400.0,90,3,1732.47,2,2,3,7,Ocasionais
14401.0,21,20,6129.3,3,3,3,9,Recorrentes
14402.0,593,1,285.6,1,1,1,3,Dormentes
14403.0,71,6,1880.5100000000002,2,3,3,8,Ocasionais
14404.0,49,12,2597.33,3,3,3,9,Recorrentes
14405.0,327,1,195.0,1,1,1,3,Dormentes
14406.0,60,1,156.75,3,1,1,5,Ocasionais
14407.0,48,6,2157.73,3,3,3,9,Recorrentes
14408.0,35,10,3794.05,3,3,3,9,Recorrentes
14409.0,12,9,3427.29,3,3,3,9,Recorrentes
14410.0,33,11,2631.9,3,3,3,9,Recorrentes
14411.0,251,1,1063.0,2,1,2,5,Ocasionais
14412.0,13,2,1118.61,3,1,2,6,Ocasionais
14413.0,303,4,764.52,2,2,2,6,Ocasionais
14414.0,32,8,2399.33,3,3,3,9,Recorrentes
14415.0,2,20,10171.76,3,3,3,9,Recorrentes
14417.0,328,1,524.65,1,1,2,4,Dormentes
14418.0,49,1,150.44,3,1,1,5,Ocasionais
14419.0,1,5,870.03,3,2,2,7,Recorrentes
14420.0,40,4,1639.17,3,2,3,8,Recorrentes
14421.0,152,5,2111.44,2,2,3,7,Ocasionais
14422.0,11,16,8326.01,3,3,3,9,Recorrentes
14423.0,159,3,916.61,2,2,2,6,Ocasionais
14425.0,375,3,661.39,1,2,2,5,Dormentes
14426.0,81,13,10131.85,2,3,3,8,Ocasionais
14427.0,4,3,1221.92,3,2,2,7,Recorrentes
14428.0,20,3,534.12,3,2,2,7,Recorrentes
14429.0,344,1,516.28,1,1,2,4,Dormentes
14430.0,452,3,1220.9,1,2,2,5,Dormentes
14431.0,243,4,2614.2,2,2,3,7,Ocasionais
14432.0,9,2,555.9,3,1,2,6,Ocasionais
14433.0,406,1,280.7,1,1,1,3,Dormentes
14434.0,1,3,552.0,3,2,2,7,Recorrentes
14435.0,442,1,90.42,1,1,1,3,Dormentes
14436.0,39,2,271.7,3,1,1,5,Ocasionais
14437.0,306,5,873.34,2,2,2,6,Ocasionais
14438.0,247,1,131.9,2,1,1,4,Ocasionais
14440.0,13,11,5183.08,3,3,3,9,Recorrentes
14441.0,35,9,3596.2,3,3,3,9,Recorrentes
14443.0,79,4,1654.29,2,2,3,7,Ocasionais
14444.0,397,1,120.44,1,1,1,3,Dormentes
14445.0,396,1,221.65,1,1,1,3,Dormentes
14446.0,21,3,864.49,3,2,2,7,Recorrentes
14447.0,137,3,1149.53,2,2,2,6,Ocasionais
14448.0,305,1,102.35,2,1,1,4,Ocasionais
14449.0,5,7,2043.63,3,3,3,9,Recorrentes
14450.0,121,7,1128.44,2,3,2,7,Ocasionais
14451.0,1,12,3258.68,3,3,3,9,Recorrentes
14452.0,34,3,527.27,3,2,2,7,Recorrentes
14453.0,131,1,119.93,2,1,1,4,Ocasionais
14454.0,317,5,977.3,1,2,2,5,Dormentes
14455.0,373,4,617.72,1,2,2,5,Dormentes
14456.0,14,5,1820.82,3,2,3,8,Recorrentes
14457.0,251,1,113.64,2,1,1,4,Ocasionais
14458.0,321,1,228.07,1,1,1,3,Dormentes
14459.0,96,2,5375.74,2,1,3,6,Ocasionais
14460.0,51,9,1093.5,3,3,2,8,Recorrentes
14461.0,89,13,6676.91,2,3,3,8,Ocasionais
14462.0,7,12,2242.81,3,3,3,9,Recorrentes
14463.0,39,4,786.5699999999999,3,2,2,7,Recorrentes
14464.0,509,2,111.0,1,1,1,3,Dormentes
14465.0,187,11,3925.85,2,3,3,8,Ocasionais
14466.0,14,12,3780.4,3,3,3,9,Recorrentes
14467.0,253,9,1738.68,2,3,3,8,Ocasionais
14468.0,674,1,204.24,1,1,1,3,Dormentes
14469.0,357,4,2093.46,1,2,3,6,Dormentes
14470.0,228,2,548.49,2,1,2,5,Ocasionais
14471.0,532,2,400.95000000000005,1,1,1,3,Dormentes
14472.0,44,9,2118.7200000000003,3,3,3,9,Recorrentes
14473.0,15,2,234.34,3,1,1,5,Ocasionais
14474.0,520,1,711.23,1,1,2,4,Dormentes
14475.0,12,4,1151.15,3,2,2,7,Recorrentes
14476.0,198,1,193.0,2,1,1,4,Ocasionais
14477.0,125,5,1183.0,2,2,2,6,Ocasionais
14478.0,323,4,1276.6599999999999,1,2,2,5,Dormentes
14479.0,194,4,1124.71,2,2,2,6,Ocasionais
14480.0,343,3,1020.47,1,2,2,5,Dormentes
14481.0,105,5,2284.69,2,2,3,7,Ocasionais
14482.0,40,8,2749.86,3,3,3,9,Recorrentes
14483.0,222,2,257.1,2,1,1,4,Ocasionais
14484.0,342,3,749.06,1,2,2,5,Dormentes
14486.0,452,2,175.5,1,1,1,3,Dormentes
14487.0,23,5,917.4,3,2,2,7,Recorrentes
14488.0,8,1,1064.28,3,1,2,6,Ocasionais
14489.0,148,4,1574.93,2,2,3,7,Ocasionais
14490.0,347,2,1273.47,1,1,2,4,Dormentes
14491.0,116,2,340.93,2,1,1,4,Ocasionais
14492.0,371,7,1921.91,1,3,3,7,Dormentes
14493.0,96,6,3315.84,2,3,3,8,Ocasionais
14494.0,342,2,261.9,1,1,1,3,Dormentes
14495.0,62,2,91.6,2,1,1,4,Ocasionais
14496.0,252,7,2363.89,2,3,3,8,Ocasionais
14497.0,250,2,697.06,2,1,2,5,Ocasionais
14498.0,57,9,3225.3,3,3,3,9,Recorrentes
14499.0,74,6,1661.16,2,3,3,8,Ocasionais
14500.0,29,3,356.85,3,2,1,6,Recorrentes
14501.0,124,2,251.21,2,1,1,4,Ocasionais
14502.0,9,8,1627.86,3,3,3,9,Recorrentes
14503.0,11,2,1284.45,3,1,2,6,Ocasionais
14504.0,184,3,542.71,2,2,2,6,Ocasionais
14505.0,50,17,10242.39,3,3,3,9,Recorrentes
14506.0,7,6,2484.28,3,3,3,9,Recorrentes
14507.0,42,9,2773.55,3,3,3,9,Recorrentes
14508.0,30,4,692.4300000000001,3,2,2,7,Recorrentes
14509.0,475,1,110.95,1,1,1,3,Dormentes
14510.0,316,3,979.85,1,2,2,5,Dormentes
14511.0,6,3,648.3299999999999,3,2,2,7,Recorrentes
14512.0,128,7,1215.97,2,3,2,7,Ocasionais
14513.0,41,6,788.01,3,3,2,8,Recorrentes
14514.0,2,9,4380.04,3,3,3,9,Recorrentes
14515.0,7,9,2971.04,3,3,3,9,Recorrentes
14516.0,457,1,151.17,1,1,1,3,Dormentes
14517.0,82,1,252.45,2,1,1,4,Ocasionais
14518.0,5,1,174.37,3,1,1,5,Ocasionais
14519.0,624,2,203.14,1,1,1,3,Dormentes
14520.0,231,1,165.0,2,1,1,4,Ocasionais
14521.0,432,1,199.45,1,1,1,3,Dormentes
14522.0,12,7,1605.3799999999999,3,3,3,9,Recorrentes
14523.0,49,1,241.09,3,1,1,5,Ocasionais
14524.0,12,12,2797.96,3,3,3,9,Recorrentes
14525.0,41,15,6630.93,3,3,3,9,Recorrentes
14526.0,330,1,258.65,1,1,1,3,Dormentes
14527.0,5,111,24743.16,3,3,3,9,Recorrentes
14529.0,1,3,578.61,3,2,2,7,Recorrentes
14530.0,34,15,5709.08,3,3,3,9,Recorrentes
14531.0,420,1,376.34,1,1,1,3,Dormentes
14532.0,177,11,3845.78,2,3,3,8,Ocasionais
14533.0,1,10,3313.71,3,3,3,9,Recorrentes
14534.0,6,23,5527.62,3,3,3,9,Recorrentes
14535.0,1,9,5973.23,3,3,3,9,Recorrentes
14536.0,200,1,170.95,2,1,1,4,Ocasionais
14537.0,564,1,285.84,1,1,1,3,Dormentes
14538.0,5,5,1370.8400000000001,3,2,2,7,Recorrentes
14540.0,16,10,3394.91,3,3,3,9,Recorrentes
14541.0,109,13,2345.38,2,3,3,8,Ocasionais
14542.0,126,1,103.25,2,1,1,4,Ocasionais
14543.0,14,37,14259.29,3,3,3,9,Recorrentes
14544.0,302,2,2036.0,2,1,3,6,Ocasionais
14545.0,615,1,349.25,1,1,1,3,Dormentes
14546.0,18,9,4213.01,3,3,3,9,Recorrentes
14548.0,91,9,2541.29,2,3,3,8,Ocasionais
14549.0,252,4,913.6,2,2,2,6,Ocasionais
14550.0,329,2,587.69,1,1,2,4,Dormentes
14551.0,145,6,817.29,2,3,2,7,Ocasionais
14552.0,92,3,507.93,2,2,2,6,Ocasionais
